,MONTH,LAT_0hr,LONG_0hr,STORM_SPEED_0hr,STORM_DIR_0hr,LAT_60hr,LONG_60hr,STORM_SPEED_60hr,STORM_DIR_60hr,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,mag_0hr,ang_0hr,mag_60hr,ang_60hr,dist_0hr,dist_60hr,EP,NI,SA,SI,SP,WP,34kn_pop_qz,34kn_asset_qz
564,12,-10.482,110.549,11,136,-15.0861,119.048,9,110,16310,765158398.0,866,158750605.0,0,0.0,2270.3929691220524,88.54867623742356,3453.346844879519,88.43186629596151,2.2709830608130903,2.2088178946690027,0,0,0,1,0,0,0,0
565,1,-17.9925,38.9225,2,270,-21.415,40.0999,6,163,66499,18782328.0,0,0.0,0,0.0,5461.018745522619,88.5275624802104,4951.1899518082255,88.56196952298262,0.7339880995016204,0.3513924664659154,0,0,0,1,0,0,0,0
566,1,-14.0,121.001,1,261,-14.3118,119.049,4,258,50592,3042861007.0,24567,1357116242.0,0,0.0,3368.958286526599,91.53771423791525,3461.363178691187,88.45590505878508,0.7690956099757617,2.7327487848327645,0,0,0,1,0,0,0,0
567,2,-15.0592,137.039,7,82,-16.1106,137.806,7,301,1329,56951810.0,0,0.0,0,0.0,388.22363123677394,89.2168509083345,215.37671401398308,89.06430267280238,0.4485344475176855,0.1433210491205073,0,0,0,0,1,0,0,0
568,2,-16.9441,149.639,6,113,-19.6294,153.545,5,167,591874,57535765798.0,246607,18117943672.0,0,0.0,1175.4437896398188,91.15217776622534,1571.5279476717528,91.2474292626637,0.27949660932647746,1.5742895326962592,0,0,0,0,1,0,0,0
569,2,-16.0,141.327,2,270,-14.0298,137.536,9,26,713456,84636601261.0,4641,905048699.0,0,0.0,414.0550499186739,90.45472642279051,224.66232193517683,91.1412700330186,0.06506473212900014,0.580764620111284,0,0,0,0,1,0,0,0
570,3,-12.725,155.037,6,134,-17.6983,156.784,13,195,3634,9198236.0,0,0.0,0,0.0,1674.4011719122702,91.55494402767908,1871.2029294921158,91.41100453334735,1.4243143024403002,0.9641044230730227,0,0,0,0,1,0,0,0
571,3,-17.0016,120.525,10,270,-19.4159,111.539,17,255,3809,687160769.0,537,119352057.0,0,0.0,3318.131679408792,91.44013353457612,2652.3783667857815,91.4005786697927,1.2134228455031717,3.470513857957198,0,0,0,1,0,0,0,0
572,4,10.7639,131.196,9,280,10.9989,123.966,7,255,3462034,81104189242.0,0,0.0,0,0.0,758.4631158995982,88.72213813290645,906.8743709448623,89.04031732525048,4.422607967983158,0.0,0,0,0,0,0,1,1,1
573,5,14.4,119.598,3,316,18.8916,118.954,8,47,3464626,36999671723.0,0,0.0,0,0.0,1982.382212939196,91.48239976326089,1304.8688309600316,91.32300573550772,0.4637748484178457,1.6558655358863004,0,0,0,0,0,1,1,1
574,5,7.36202,155.243,15,282,9.56184,137.574,15,281,13721923,324000000000.0,0,0.0,0,0.0,1987.0247271747935,91.26834895316487,978.5186502730206,90.81289048127942,0.23977891355372102,0.4992070805287079,0,0,0,0,0,1,1,1
575,5,12.3545,-93.4911,8,291,16.2966,-101.618,5,323,2821736,42793008905.0,384970,4980199898.0,0,0.0,306.531396739072,88.96523830861308,532.9677438485861,88.73937339508808,2.495437112188766,1.113135818158772,1,0,0,0,0,0,1,1
576,5,8.26265,138.21,13,247,7.96495,127.561,9,320,378,1427940.0,0,0.0,0,0.0,483.62814606464167,90.07301584742098,906.9002290530977,89.59873629149033,0.694317268419125,1.0220985364044048,0,0,0,0,0,1,0,0
577,6,10.0001,134.652,7,270,10.9862,129.479,6,345,58298276,1460000000000.0,3157941,87578890153.0,0,0.0,459.61863549271754,89.14017201971171,531.9576360332704,89.71412709397607,1.9094072224795329,3.5117203223356364,0,0,0,0,0,1,1,1
578,6,11.7549,-89.5043,3,327,16.7153,-100.128,15,285,9750286,171000000000.0,3184005,45246564764.0,685779,9648294051.0,273.23643212687233,90.64165326233766,368.6528902984138,88.75544640655117,1.6403388790749907,0.22584272199600197,1,0,0,0,0,0,1,1
579,6,9.00254,135.788,2,135,11.066,127.03,15,286,31771718,708000000000.0,9442190,220000000000.0,366071,10083480541.0,462.9342326074161,89.49428952502868,653.3362133976892,89.31978545396518,1.400279022758324,1.1074617118009078,0,0,0,0,0,1,1,1
580,6,8.77172,136.72,17,280,10.3999,127.526,10,281,796808,13832562043.0,0,0.0,0,0.0,445.8510339203603,89.71837215939559,678.5794211464482,89.44522894895856,0.7094416365826046,1.4763714957641918,0,0,0,0,0,1,0,0
581,7,22.73,136.741,8,223,30.2321,132.888,11,28,41550945,4700000000000.0,30648,2716994205.0,0,0.0,1034.8295253083697,90.11393299511984,1423.359466231375,89.86339992736752,2.3936240654131624,1.8679553930447654,0,0,0,0,0,1,1,1
582,7,12.1403,129.74,11,260,15.3399,116.004,9,256,2220850,49182742076.0,0,0.0,0,0.0,886.3681927686181,88.50760279996001,1597.4836961774292,88.4644771306106,4.0191821399266106,3.5208141364117873,0,0,0,0,0,1,0,0
583,7,9.0913,140.682,6,309,9.47285,135.67,7,204,5803658,138000000000.0,2147707,47731178080.0,0,0.0,498.1726043490437,90.64973069961677,845.1729393303272,90.63966879012635,0.687431810133916,1.673692057027505,0,0,0,0,0,1,1,1
584,7,7.10569,152.313,14,279,11.5946,143.97,9,311,71867330,1760000000000.0,11828580,315000000000.0,0,0.0,1693.189136090265,91.19623522100451,1479.0851641805814,91.25462662660216,0.28060872979294443,1.7727174932055592,0,0,0,0,0,1,1,1
585,7,11.419,143.397,7,286,15.8315,136.324,8,287,21728431,453000000000.0,4300595,84529410219.0,0,0.0,617.0419448204785,91.32899372715954,578.7714188037128,91.56441635841597,2.202297335855678,4.5986190289539115,0,0,0,0,0,1,1,1
586,7,10.5929,152.55,14,304,14.6689,142.588,11,288,14823890,1940000000000.0,9493628,1170000000000.0,0,0.0,1614.273511633105,91.42282070398895,1258.5173414586875,91.46861377177592,1.838943143658882,2.3700691656177404,0,0,0,0,0,1,1,1
587,8,11.0854,143.505,23,71,16.7197,138.92,15,302,301823,31453256790.0,0,0.0,0,0.0,637.9281233009461,91.27824305262484,858.8256641999543,88.53542294949848,2.432018366772136,4.662004026366452,0,0,0,0,0,1,0,0
588,8,8.46266,160.695,10,276,11.683,146.505,14,289,62430359,1560000000000.0,34983231,890000000000.0,6297054,164000000000.0,2535.256216681709,91.38378916051953,1739.503202386483,91.30868365433939,1.332321598534306,2.365492541625317,0,0,0,0,0,1,1,1
589,8,14.44,-97.7892,8,264,20.451,-107.476,12,337,1946963,33706348587.0,0,0.0,0,0.0,730.6674095244045,91.4777976564491,1147.9256057023224,91.32980444121094,1.50499800900865,1.4070550304352003,1,0,0,0,0,0,0,0
592,8,23.195,150.887,6,197,23.5788,152.404,7,330,24618739,3090000000000.0,2373416,295000000000.0,6599,1084090467.0,1741.3344512589526,89.10438167642316,2370.9077632738386,88.77377544224261,3.2696204599141163,1.7174890305003436,0,0,0,0,0,1,1,1
594,8,13.4048,-94.6002,8,284,16.911,-103.34,6,315,2994983,64886518079.0,518721,9903740747.0,0,0.0,387.1179188853423,88.54267870397722,697.8533788235493,88.56978716633898,2.458316843122142,1.2863459082241429,1,0,0,0,0,0,1,1
595,8,10.2274,134.502,22,335,18.2143,138.209,4,67,176200,27211631820.0,8030,1134538684.0,0,0.0,457.30677313710027,89.07632409047379,811.4235851499035,88.74060333313962,2.1468674234001965,3.0619326045909405,0,0,0,0,0,1,0,0
596,9,12.3002,-95.9578,7,286,15.984,-103.01,11,290,1781554,33250034140.0,147427,1868344183.0,0,0.0,555.9562380777198,88.72717970663797,684.5007246191609,88.71967312169124,3.3743915684568977,2.0878691825121605,1,0,0,0,0,0,0,0
600,9,18.5024,127.432,14,4,21.3012,129.809,2,42,13447252,262000000000.0,0,0.0,0,0.0,1266.8078673572854,91.06968342905992,562.2866947237303,90.20044696770178,5.099555644088717,3.446872569833702,0,0,0,0,0,1,1,1
603,9,19.4992,157.929,10,245,17.1559,148.715,9,294,17221047,376000000000.0,5883895,109000000000.0,0,0.0,2248.6246939704897,88.75258356437739,1901.2779752767199,88.50153545850452,6.198636243018946,2.866054366852975,0,0,0,0,0,1,1,1
604,9,16.0952,144.5,10,264,22.5822,133.653,18,322,52029643,5820000000000.0,4649370,578000000000.0,0,0.0,792.9444952090497,88.89348534264336,735.3175733363898,89.61267946754631,1.1614142207033544,3.095600779328304,0,0,0,0,0,1,1,1
605,9,12.345,129.665,8,309,16.2451,124.271,12,290,8743218,198000000000.0,2603597,68917001276.0,0,0.0,892.7395863377948,88.48207816192848,710.7664815895816,91.51378761869412,4.025241868149655,1.919614591922031,0,0,0,0,0,1,1,1
606,10,6.47635,133.416,11,308,12.7299,124.136,12,290,4626433,109000000000.0,1258146,24430628075.0,0,0.0,834.0224054069159,89.38384186015281,799.7088652855409,88.86260094833989,0.8228104105953081,0.0030809305058591314,0,0,0,0,0,1,1,1
607,10,10.5016,174.668,20,276,12.7032,157.159,17,278,46251591,424000000000.0,3255954,42460857924.0,0,0.0,4011.4248923646032,91.50894960911155,2846.5844119435196,91.45086652374695,3.791143835276778,4.634835755209455,0,0,0,0,0,1,1,1
608,10,10.596,-90.4077,10,282,13.591,-98.0462,9,295,2119039,50043975068.0,1095838,15160683294.0,0,0.0,346.49839321258423,90.19424906388689,452.6609396175053,89.71951256136435,2.986528959601096,2.3777719165470863,1,0,0,0,0,0,0,0
609,10,10.4101,133.595,8,256,9.67855,123.178,15,272,1301,36454386.0,0,0.0,0,0.0,530.3748110914231,88.93439508199667,1059.7311817865773,89.10388428916907,2.5779342640315783,0.026627287690344,0,0,0,0,0,1,0,0
610,11,6.27978,141.158,6,56,8.98324,141.144,10,327,1127536,96079993806.0,0,0.0,0,0.0,784.0315968648301,90.46713975356504,1324.7275776899112,90.97858904298704,1.9237497179051342,0.9947737681623874,0,0,0,0,0,1,0,0
612,12,-10.9725,158.956,6,214,-13.8412,156.917,8,219,652065,110000000000.0,203532,19063384341.0,0,0.0,2112.5564458028844,88.50697348172437,1885.182739216382,88.48993308124575,0.8536971353805959,3.471501402352587,0,0,0,0,1,0,0,0
613,1,9.57902,141.556,13,242,11.2366,130.187,12,282,25294940,234000000000.0,8930426,78813690241.0,1368797,12289969512.0,526.3184371033964,90.85445643683106,488.7432928167053,89.84438173052415,1.037352746992571,4.247284862439189,0,0,0,0,0,1,1,1
614,1,-9.66502,152.062,4,142,-14.4275,152.69,11,164,23096,1673582381.0,139,0.0,0,0.0,1392.0150176651834,88.65149641258158,1425.6811145913682,88.46513394590643,0.29893698714110906,2.8999802314471093,0,0,0,0,1,0,0,0
615,2,-14.0437,150.008,1,0,-15.0773,149.947,2,64,2018706,279000000000.0,29141,4911214916.0,0,0.0,1137.5312793595954,91.4216175460572,1128.1701876975394,91.55426444552405,1.7028092584188688,0.7026854064031761,0,0,0,0,1,0,0,0
616,2,-11.0274,122.025,1,223,-13.4748,116.915,12,271,9917,1000857876.0,1747,212419634.0,272,22235971.0,3505.5924242304304,88.48943496231989,3242.6244915473944,88.48558413455238,0.43671973334050745,4.345248060510815,0,0,0,1,0,0,0,0
617,3,-11.0894,157.613,9,136,-12.7565,159.155,2,162,3912537,566000000000.0,2481982,303000000000.0,0,0.0,1965.4566848569186,88.50629757899932,2139.8937684218577,88.53770590246839,2.130604138975842,1.4396586870539814,0,0,0,0,1,0,1,1
618,4,-10.9425,139.553,1,44,-11.3822,140.26,3,148,6631,543165605.0,0,0.0,0,0.0,163.64478165155475,90.0346180712203,379.4201560432883,89.77223147283132,2.173197925816246,1.6826915551951445,0,0,0,0,1,0,0,0
620,5,-5.3475,156.452,4,170,-7.24679,157.928,7,115,22660,1498011353.0,1261,98984834.0,0,0.0,2002.517719844355,88.82973746250356,2173.252258916873,88.82192277410589,0.805714150277249,0.19061895217422525,0,0,0,0,1,0,0,0
621,6,12.2991,-107.9,2,90,13.2574,-107.507,1,14,416927,6981932613.0,0,0.0,0,0.0,1833.1053022732183,88.518610856418,1236.918893924764,88.83388445955515,2.384499915803727,3.407126050745406,1,0,0,0,0,0,0,0
622,6,14.3541,116.045,11,272,16.6169,106.433,4,340,942557,17819801464.0,0,0.0,0,0.0,2364.6915560497678,91.49881730926286,2612.601838496588,91.54013313171991,3.3467368565151676,0.0,0,0,0,0,0,1,0,0
623,6,16.6473,122.305,18,300,22.3201,116.82,10,59,5224140,23618097390.0,0,0.0,0,0.0,1721.9182106019505,91.32739526275702,1614.0815336172207,91.14134765135917,0.0,0.6991619880771508,0,0,0,0,0,1,1,1
625,6,10.9528,136.59,6,231,12.2392,125.56,15,304,18239836,436000000000.0,0,0.0,0,0.0,239.4164447676383,89.38534332123245,689.7232811684449,89.02466413361655,2.0530307948184836,0.06403005641884249,0,0,0,0,0,1,1,1
626,7,7.975,161.0,15,134,9.40269,155.68,4,310,19738621,2450000000000.0,1059723,128000000000.0,0,0.0,2579.8499528040934,91.3658985811329,2770.690431309225,91.31552128120131,1.7692545714523387,1.8442817810424348,0,0,0,0,0,1,1,1
627,7,9.59408,150.229,5,300,10.5195,143.065,9,287,13464902,323000000000.0,449393,9928868823.0,0,0.0,1389.185392305051,91.31833893779341,1429.3015519915928,91.15630528802326,0.6129855361825444,2.4032361509298314,0,0,0,0,0,1,1,1
628,7,11.3437,170.698,5,309,13.5066,167.09,4,285,13559956,1750000000000.0,969389,148000000000.0,0,0.0,3570.0872682937793,91.5270668389817,3895.7928191917026,91.50566922960306,0.8365695312309689,2.0427633468311996,0,0,0,0,0,1,1,1
629,7,6.71,162.365,5,191,9.14756,160.378,12,333,14211740,1760000000000.0,0,0.0,0,0.0,2760.0665790926923,91.32780221909785,3274.0156815468226,91.34661189943738,1.4734377258998674,0.8148160999931238,0,0,0,0,0,1,1,1
630,7,20.7076,131.447,7,253,18.7392,132.683,10,33,15759837,352000000000.0,1865643,38649711773.0,0,0.0,1069.8276366390226,90.68164855103687,348.09441285067913,89.44794252089528,3.7618090602091967,3.794936210680759,0,0,0,0,0,1,1,1
631,8,11.0841,151.244,4,290,16.5816,145.221,10,304,26204406,576000000000.0,5512251,125000000000.0,0,0.0,1465.0559916662837,91.44459277352368,1528.8215755894878,88.47917560429521,2.3729279048066347,0.4642476136039787,0,0,0,0,0,1,1,1
632,8,10.6035,-116.094,11,292,14.5713,-126.95,15,308,133017,26041020433.0,0,0.0,0,0.0,2743.3628671818424,88.55651636725685,3232.7722624446706,88.53705614730268,6.864393134052055,12.749534892648946,1,0,0,0,0,0,0,0
635,9,11.8575,136.698,10,297,14.6818,122.588,10,278,41194,488459777.0,0,0.0,0,0.0,161.3368154068068,89.09194830690359,901.4690168266455,88.57049948557744,2.663383522265053,0.08047709438094962,0,0,0,0,0,1,0,0
636,9,14.1151,144.42,8,256,14.8396,136.975,7,321,52741711,6390000000000.0,12823850,1680000000000.0,2966356,371000000000.0,721.0640704196882,88.63060524226502,658.6338214563768,91.40305869631497,0.6359017087608834,5.3403904925832,0,0,0,0,0,1,1,1
637,9,15.0676,129.62,14,271,14.8465,124.346,2,168,717114,7166320541.0,0,0.0,0,0.0,923.0385491661801,91.3005778524051,712.0795720977154,88.58321637843596,5.011519883959858,0.7387663766523224,0,0,0,0,0,1,0,0
638,9,15.254,124.003,17,287,17.0,117.208,10,73,5513798,131000000000.0,1739716,36400877188.0,0,0.0,1518.7467960921294,91.39434662207864,1465.690220478563,91.48824412523129,1.1670367400699082,2.6602604613685887,0,0,0,0,0,1,1,1
639,9,12.0601,166.55,7,294,15.3177,158.303,12,298,6782,1012022675.0,0,0.0,0,0.0,3112.9822474067155,91.54570088476676,2932.2879587709913,91.55077977823237,0.6207211918486409,5.325432823870471,0,0,0,0,0,1,0,0
640,9,12.4345,-105.287,8,263,16.2211,-114.963,11,322,60634,1570461064.0,0,0.0,0,0.0,1549.5832031609993,88.52548922070811,1935.4232214825583,88.5178411118539,4.459447578395437,2.1306850566240416,1,0,0,0,0,0,0,0
641,10,14.106,170.308,5,298,14.4831,162.364,15,280,140,432374.0,0,0.0,0,0.0,3506.669723186809,88.47007875145101,3375.9799467027674,91.52685358052376,1.3884367589217068,2.810400560733827,0,0,0,0,0,1,0,0
642,11,17.4033,142.822,15,254,12.6465,127.371,16,262,78401658,1890000000000.0,9970736,268000000000.0,1056600,23488063814.0,717.7542312042242,89.18128194858011,507.474863420134,89.16690319749401,2.9571624907625633,1.883023723059535,0,0,0,0,0,1,1,1
643,11,6.24776,141.401,8,278,7.67273,129.995,16,278,22971,322239363.0,0,0.0,0,0.0,799.6489965769598,90.49443768121535,867.4564686094966,89.8883869161547,1.6958779005164244,3.213730140413156,0,0,0,0,0,1,0,0
644,11,8.09863,115.253,12,263,7.89566,104.26,7,284,146782,782090312.0,0,0.0,0,0.0,2523.84046374119,88.6332112085926,3017.6835975450886,88.71977810004617,0.2695253703420144,0.7711904025524394,0,0,0,0,0,1,0,0
645,1,-12.3393,-175.604,10,132,-18.2259,-172.54,8,123,17200,112433086.0,0,0.0,0,0.0,4858.0485636063695,91.57034879446826,5111.756718943089,88.43985207532648,1.0305667310062843,1.421102093560146,0,0,0,0,1,0,0,0
646,3,-9.8697,155.242,1,173,-13.8444,147.608,19,237,9653,21499781.0,0,0.0,0,0.0,1728.166685727736,88.59464542779465,886.3670964273715,88.55822510473604,1.6475402942374273,2.2828754353501326,0,0,0,0,1,0,0,0
647,4,-5.12406,130.633,8,251,-6.46489,122.937,14,265,2315150,11221391741.0,674450,2804262381.0,0,0.0,4554.382806645392,88.61916294080362,4044.7334258302276,88.66593724679272,0.7955510859856917,0.33696367368752966,0,0,0,1,0,0,0,0
648,6,10.8456,-96.1547,9,307,15.472,-99.5471,11,335,2712677,39761176675.0,118809,1575313527.0,0,0.0,637.8090980727566,88.95456125792371,376.4426764784802,89.14354500019391,4.806234128761623,1.1921728299705543,1,0,0,0,0,0,1,1
649,6,10.9975,127.61,5,321,18.1117,119.098,8,303,40039862,839000000000.0,8117447,147000000000.0,0,0.0,1133.3932318881398,88.60103827786287,1276.3908028452333,91.38297120509876,1.6606938601394867,1.322501393348987,0,0,0,0,0,1,1,1
651,7,11.1275,110.215,9,35,11.6528,112.555,3,337,1857571,39286055331.0,0,0.0,0,0.0,3013.602563031586,88.4888570829538,2030.8827176927093,88.65479671320423,1.1454394806453179,1.7430672882803384,0,0,0,0,0,1,0,0
652,7,10.53,128.94,12,352,18.2264,125.321,6,358,5973909,127000000000.0,0,0.0,0,0.0,1002.5356828498516,88.67574509490696,641.2322660417005,91.17140403093117,2.863198570833842,2.986847586122356,0,0,0,0,0,1,1,1
653,7,12.9026,111.555,6,51,17.1036,114.722,3,0,61564219,1500000000000.0,9923363,269000000000.0,0,0.0,2852.685574668637,91.56612953138811,1730.1097757715147,91.49450979551715,2.090575332922739,2.030507240262148,0,0,0,0,0,1,1,1
654,7,20.0338,136.438,8,82,23.2029,138.193,7,351,2752,71648316.0,0,0.0,0,0.0,769.8852599651631,90.19617345621937,1059.831408260354,89.21851341566244,0.5232377624531711,3.412355445643059,0,0,0,0,0,1,0,0
655,7,10.09,140.748,5,292,13.2887,135.798,7,319,183,6721307.0,0,0.0,0,0.0,423.7931479968929,90.81753076581361,589.7637851956246,91.08528924655809,0.37893719748263816,4.353819243592117,0,0,0,0,0,1,0,0
656,7,12.8963,-94.4055,8,285,16.0419,-102.978,13,275,1474096,18105136966.0,0,0.0,0,0.0,376.5912697314255,88.69445645127081,679.5224736202218,88.71244762544046,2.681815592603319,2.024196505106161,1,0,0,0,0,0,0,0
657,8,20.1433,122.358,22,327,19.7,118.733,5,39,20375330,480000000000.0,116479,3076534026.0,0,0.0,1820.2781753901575,91.12783193359047,1345.7517208066258,91.2658456503076,0.267256829981953,2.1905726356676665,0,0,0,0,0,1,1,1
658,8,17.2476,141.915,9,273,17.5512,132.33,10,318,2053915,321000000000.0,68058,6763975525.0,0,0.0,637.4216497868849,89.26541447510432,229.16186048411268,89.30093864425731,3.8204628026898755,4.726871598333922,0,0,0,0,0,1,0,0
659,8,19.9992,133.222,7,256,21.3952,122.897,11,267,377545,7118339249.0,0,0.0,0,0.0,899.8603926483358,90.57295457237976,1011.7602202147284,90.96698780068954,2.8924567777472387,0.9815526876699083,0,0,0,0,0,1,0,0
660,8,17.1375,123.95,5,349,19.5136,115.493,12,257,15441212,357000000000.0,2920826,59675324011.0,0,0.0,1562.992080748365,91.26760052556038,1673.1178420136166,91.33852160242593,1.4242666986281027,1.7026575630960008,0,0,0,0,0,1,1,1
662,8,12.2029,135.25,15,286,16.7674,124.45,7,308,26134190,620000000000.0,5026480,111000000000.0,0,0.0,291.9500924329695,88.64515074142433,695.7570764476667,91.43222878297695,3.8842801097594704,1.9521436490742672,0,0,0,0,0,1,1,1
664,9,14.7451,128.11,10,308,18.34,116.538,11,279,9277865,213000000000.0,4210281,107000000000.0,102709,2818258704.0,1074.888732507761,91.37227568847344,1547.2405303977732,91.40036646257438,3.612729027188319,2.372949450916516,0,0,0,0,0,1,1,1
666,9,13.414,-102.325,6,308,19.5717,-109.977,8,322,1583298,25812774551.0,200365,2498696758.0,0,0.0,1220.234233597387,88.46432697126535,1395.1402539653384,91.43937474265526,4.051203062803447,0.8633699719546677,1,0,0,0,0,0,0,0
667,10,10.4507,136.359,4,331,11.0958,132.341,8,257,23752083,503000000000.0,10802034,205000000000.0,0,0.0,297.8431435520775,89.42160154298621,520.6773845775181,90.29081026724309,1.9606302010295056,3.8325662257641464,0,0,0,0,0,1,1,1
668,10,11.05,114.097,7,69,13.4935,112.772,7,74,4283,83934483.0,0,0.0,0,0.0,2593.511878865504,88.50180749769858,1966.8396951217408,88.55924574937359,0.09261750737846963,2.5774226302215135,0,0,0,0,0,1,0,0
669,10,12.9801,143.744,5,243,13.8742,139.942,8,283,824553,6965925171.0,0,0.0,0,0.0,636.0121809781938,88.46335452308507,992.1565971318411,91.35366447437002,0.9353447544713116,3.7909150204805444,0,0,0,0,0,1,0,0
671,10,12.0976,143.623,11,250,12.9514,131.191,11,292,10759536,243000000000.0,3032598,70540081103.0,16295,423908340.0,627.8415046361603,91.45257957368467,303.7881850764454,90.094993280307,1.5279037576748795,5.666860880902671,0,0,0,0,0,1,1,1
673,11,7.76019,121.305,15,290,9.75738,108.036,5,269,6153819,62607582384.0,0,0.0,0,0.0,1890.9511307873838,88.7232698945133,2561.27104249275,88.69013368098967,0.7790574253262602,0.9039476164076132,0,0,0,0,0,1,1,1
674,11,12.598,89.3531,3,304,19.5219,89.2329,11,24,46446984,170000000000.0,155448,375747765.0,0,0.0,492.135323766063,88.50316797242621,927.0550424502012,88.8945175188139,3.033193312748143,2.0433225714223395,0,1,0,0,0,0,1,1
675,11,5.79013,141.51,18,326,9.01126,130.076,9,323,3418687,32916370331.0,0,0.0,0,0.0,849.203403822804,90.47904684957179,724.1750010541432,89.87845417662955,1.7771072750512433,3.693423476367816,0,0,0,0,0,1,1,1
